selected_index,symbol,state,detail,price_history_rows,data_timestamp,provider,provider_error,avg_dollar_volume,market_cap,final_score
470,ELAN,ranked,ranked and included in full_ranking.csv,501,2026-06-09T00:00:00,yfinance,,156528072.74,12236514304.0,53.92
471,LH,ranked,ranked and included in full_ranking.csv,501,2026-06-09T00:00:00,yfinance,,144381307.1,22241679360.0,70.67
472,GIW,provider_partial,missing or insufficient price history after fallback,155,2026-06-09T00:00:00,yfinance,,,,
473,IQV,ranked,ranked and included in full_ranking.csv,506,2026-06-09T04:00:00+00:00,alpaca,,20215544.4,31085125632.0,61.9
474,JOB,filtered_liquidity,price below minimum 5.0,505,2026-06-08T04:00:00+00:00,alpaca,,262.1659250000001,,
475,LXRX,filtered_liquidity,price below minimum 5.0,506,2026-06-09T04:00:00+00:00,alpaca,,250858.94249999998,,
476,GTM,filtered_liquidity,price below minimum 5.0,506,2026-06-09T04:00:00+00:00,alpaca,,3185828.09875,,
477,BOLT,filtered_liquidity,price below minimum 5.0,505,2026-06-08T04:00:00+00:00,alpaca,,1353.57,,
478,RGEN,ranked,ranked and included in full_ranking.csv,501,2026-06-09T00:00:00,yfinance,,142051155.46,7340339712.0,59.13
479,GLXY,ranked,ranked and included in full_ranking.csv,267,2026-06-09T00:00:00,yfinance,,186648746.44,12741935104.0,40.39
480,IAG,ranked,ranked and included in full_ranking.csv,501,2026-06-09T00:00:00,yfinance,,88686690.38,8924319744.0,36.56
481,MANH,ranked,ranked and included in full_ranking.csv,501,2026-06-09T00:00:00,yfinance,,83449876.61,8669979648.0,61.3
482,WAY,ranked,ranked and included in full_ranking.csv,501,2026-06-09T00:00:00,yfinance,,45720574.14,3677053184.0,39.43
483,CRI,ranked,ranked and included in full_ranking.csv,501,2026-06-09T00:00:00,yfinance,,32008971.59,1466634624.0,66.29
