symbol,company_name,asset_type,sector,industry,price,market_cap,avg_dollar_volume,dividend_yield,dividend_date,dividend_headline,dividend_source,dividend_timestamp,dividend_url,ex_dividend_date,last_dividend_date,earnings_date,technical_score,trend_score,supertrend_score,momentum_score,breakout_score,relative_volume_score,avwap_score,fundamental_score,quality_score,growth_score,valuation_score,news_score,macro_score,risk_penalty,final_score,short_score,mid_score,long_score,rating,setup_type,short_action,mid_action,long_action,composite_action,short_reason,mid_reason,long_reason,selection_reason,entry_zone,invalidation_level,buy_zone,stop_loss,take_profit_zone,buy_zone_reason,stop_loss_reason,take_profit_reason,risk_reward_reason,take_profit_low,take_profit_high,conservative_target,balanced_target,aggressive_target,conservative_target_reason,balanced_target_reason,aggressive_target_reason,risk_reward,risk_reward_low,risk_reward_high,risk_reward_label,conservative_risk_reward,balanced_risk_reward_low,balanced_risk_reward_high,aggressive_risk_reward_low,aggressive_risk_reward_high,target_risk_reward_label,trade_quality,trade_quality_note,target_warning,upside_driver,key_risk,profitability_status,valuation_flag,trailing_pe,forward_pe,revenue_growth,earnings_growth,gross_margin,operating_margin,profit_margin,debt_to_equity,return_on_equity,macro_sensitivity,confidence_level,macro_note,headline_bias,current_rsi,current_macd_hist,atr_pct,annualized_volatility,max_drawdown,return_1d,data_provider,data_provider_primary,data_provider_fallback_used,fallback_reason,alpaca_request_id,provider_latency_ms,price_history_rows,history_days,data_timestamp,data_age_minutes,provider_error,factor_scores,factor_weights,vetoes,confidence_score,decision_reason_codes,trade_permitted,missing_fields,stale_data,low_confidence_data,data_quality_score,market_regime_raw,market_regime,regime_adjustment,base_score,final_score_base,final_score_adjusted,macro_adjusted_score,regime_adjustment_applied,macro_context_adjustment_applied,adjusted_weights,adjusted_thresholds,exchange_context_adjustment,exchange_health_score,liquidity_pressure,liquidity_pressure_adjustment,macro_alignment_adjustment,macro_alignment_score,macro_conflict_penalty,macro_context_adjustment_total,macro_pressure_score,risk_on_score,sector_alignment_adjustment,sector_alignment_score,volatility_pressure,volatility_pressure_adjustment,exchange_context_label,macro_context_label,macro_context_reason_codes,macro_context_summary,sector_context_label,macro_proxy_coverage_used,macro_proxy_coverage_missing,regime_reason_codes,regime_impact,event_confidence,event_conviction_adjustment,event_decay,event_fragility_adjustment,event_macro_pressure_adjustment,event_risk_score,event_shock_pressure_score,event_source_weight,verified_event_pressure_score,event_context_available,event_context_label,event_context_reason_codes,event_context_summary,event_impact_scope,macro_event_regime_signature,verified_event_feed_disclosure,verified_event_feed_status,verified_event_recent_events,verified_event_signature,verified_event_sources_used,setup_detail,setup_strength,setup_reason_codes,setup_thresholds,fundamental_quality_score,entry_status,recommendation_quality,quality_reason,final_decision,decision_reason,suggested_entry,entry_distance_pct,action
APP,AppLovin Corporation,EQUITY,Communication Services,Advertising Agencies,563.69,189365747712.0,2550886725.12,,,,,,,,,2026-05-06,65.35,85.0,90.0,85.98,0.0,41.52,75.0,88.15,0,89.0,68.0,50.0,66.85,12.0,58.96,45.97,57.5,73.09,WATCH,AVOID,SELL,WAIT / HOLD,BUY,WAIT / HOLD,breakout structure is weak; elevated volatility penalty; strong recent momentum,healthy medium-term trend structure; elevated volatility penalty,strong fundamentals support the long-term case; healthy long-term trend structure; drawdown history is still heavy,Long-Term: strong fundamentals support the long-term case; healthy long-term trend structure; drawdown history is still heavy,526.02-551.12,476.31,526.02-551.12,476.31,622.00-738.01,near MA20 / trend support,below SuperTrend support with ATR buffer,based on 3M resistance,"computed from current price, stop, and target",622.0,738.010009765625,622.0,694.76-738.45,738.45-825.84,based on 3M resistance,1.5R–2R target from current risk,2R–3R target from current risk,0.6672961237819617,0.6672961237819617,1.9949077354737537,0.7R–2.0R,0.6672961237819617,1.5,2.0,2.0,3.0,0.7R / 1.8R / 2.5R,low edge,LOW EDGE — Entry too extended. Wait for pullback.,Target is wide due to large stop distance,fundamental quality,standard trend risk,profitable / growing,mixed,49.01652,25.70835,0.59,1.131,0.88367,0.78151,0.6429,162.888,2.66444,rates-sensitive growth,medium,"rates backdrop matters, risk-on supportive",not yet enriched,59.33,0.7504,6.36,0.6603,-49.99,0.011648,yfinance,yfinance,False,,,25774.07,500,728,2026-06-08T00:00:00+00:00,2211.98,,"{'trend': 85.0, 'momentum': 85.98, 'risk': 54.67, 'volatility': 48.32, 'breakout': 0.0, 'volume': 41.52, 'macro': 53.78, 'fundamental': 88.15, 'news': 50.0, 'data_quality': 65.0, 'event': 20.82, 'recommendation_quality': 0.0}","{'technical': 0.42, 'fundamental': 0.28, 'news': 0.1, 'macro': 0.2}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY']",0.0,"['TREND_CONFIRMED', 'MOMENTUM_CONFIRMED', 'MACRO_MISMATCH', 'SETUP_AVOID', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_BROAD_MACRO', 'EVENT_RISK_ELEVATED', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,0.46,58.5,58.5,58.96,58.96,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,58.78,59.9,-0.54,1.0,55.22,0.0,0.46,49.52,57.67,0.0,49.15,48.32,0.0,Nasdaq Context Mixed,Macro Mixed,['MACRO_TAILWIND'],"Macro Mixed: macro/exchange context keeps decision quality by +0.46 points. Nasdaq Context; Communication Services; risk-on 58/100, macro pressure 50/100, volatility pressure 48/100, liquidity pressure 60/100.",Communication Services Mixed,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",93.44,-1.06,0.997,2.13,-1.44,69.61,59.75,0.82,72.0,True,Macro Event Pressure,"['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_BROAD_MACRO', 'EVENT_RISK_ELEVATED']","Macro Event Pressure: 1 verified event item mapped to this setup. Confirmed event context keeps context mixed; key context: Fed Rates, Liquidity Tightening. Event risk 70/100. This is probabilistic context, not a forecast.",asset,bull|macro_mixed|fed_rates|liquidity_tightening,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['technology', 'software', 'financial services', 'real estate', 'crypto', 'small cap'], 'affected_symbols': [], 'direction': 'negative', 'event_confidence': 93.44, 'event_decay': 0.997, 'event_age_days': 0.029, 'event_direction': 'negative', 'event_type': 'fed_rates', 'evidence_phrases': [], 'published_at': '2026-06-09T12:10:00+00:00', 'reason_codes': ['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING'], 'scope': 'asset', 'source': 'MarketWatch', 'source_confidence': 'high', 'source_name': 'MarketWatch', 'source_url': 'https://www.marketwatch.com/story/markets-are-pricing-in-a-rate-hike-by-the-european-central-bank-and-that-could-be-a-mistake-in-the-making-b99771ca?mod=mw_rss_topstories', 'source_weight': 0.82, 'title': 'Markets are pricing in a rate hike by the European Central Bank — which one top economist sees as a ‘mistake in the making’', 'weight': 0.44}]",fed_rates|liquidity_tightening,['MarketWatch'],trend continuation,0.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'MOMENTUM_CONFIRMED', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",100.0,OVEREXTENDED,AVOID,overextended entry; avoid until conditions improve.,AVOID,Poor risk/reward or overextended in current market conditions,,,WAIT / HOLD
LITE,Lumentum Holdings Inc.,EQUITY,Technology,Communication Equipment,895.4,69662121984.0,5840919202.85,,,,,,,,,2026-05-05,62.46,80.0,90.0,60.38,5.03,45.79,97.0,75.5,37,65.0,67.0,50.0,66.85,18.0,47.95,33.51,52.89,69.19,PASS,AVOID,STRONG SELL,WAIT / HOLD,WAIT / HOLD,SELL,breakout structure is weak; elevated volatility penalty; price is holding above key AVWAP support,strong 3-month momentum; elevated volatility penalty,healthy long-term trend structure; risk profile remains elevated,Long-Term: healthy long-term trend structure; risk profile remains elevated,857.35-895.40,804.15,857.35-895.40,804.15,1085.68,near MA50 trend support,below AVWAP support with ATR buffer,based on 3M resistance,"computed from current price, stop, and target",1085.6800537109375,1085.6800537109375,1085.68,1032.27-1077.90,1077.90-1169.15,based on 3M resistance,1.5R–2R target from current risk,2R–3R target from current risk,2.0852644108564298,2.0852644108564298,2.0852644108564298,2.1R–2.1R,2.0852644108564298,1.500000000000001,2.0,2.0,3.0,2.1R / 1.8R / 2.5R,good,GOOD — target reward clears 2R.,,fundamental quality,elevated volatility,profitable,expensive,158.75888,49.467785,0.901,,0.40837002,0.21771,0.17678,111.445,0.22834998,rates-sensitive growth,medium,"rates backdrop matters, risk-on supportive",not yet enriched,48.77,-7.4564,9.62,0.9883,-28.7,0.036751,yfinance,yfinance,False,,,25774.07,500,728,2026-06-08T00:00:00+00:00,2211.98,,"{'trend': 80.0, 'momentum': 60.38, 'risk': 54.04, 'volatility': 4.14, 'breakout': 5.03, 'volume': 45.79, 'macro': 51.0, 'fundamental': 75.5, 'news': 50.0, 'data_quality': 65.0, 'event': 7.6, 'recommendation_quality': 37.0}","{'technical': 0.42, 'fundamental': 0.28, 'news': 0.1, 'macro': 0.2}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'EXTREME_VOLATILITY']",0.0,"['TREND_CONFIRMED', 'MACRO_MISMATCH', 'RISK_REWARD_ACCEPTABLE', 'SETUP_AVOID', 'LOW_SCORE', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'EXTREME_VOLATILITY', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_SECTOR_MATCH', 'EVENT_RISK_ELEVATED', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'HIGH_VOLATILITY_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,0.21,47.74,47.74,47.95,47.95,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,58.78,59.9,-0.54,1.0,53.28,0.0,0.21,49.52,57.67,-0.25,42.22,48.32,0.0,Nasdaq Context Mixed,Macro Mixed,['MACRO_TAILWIND'],"Macro Mixed: macro/exchange context keeps decision quality by +0.21 points. Nasdaq Context; Technology; risk-on 58/100, macro pressure 50/100, volatility pressure 48/100, liquidity pressure 60/100.",Technology Pressure,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",93.44,-1.69,0.997,3.37,-2.28,77.22,65.46,0.82,72.0,True,Event Risk Elevated,"['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_SECTOR_MATCH', 'EVENT_RISK_ELEVATED']","Event Risk Elevated: 1 verified event item mapped to this setup. Confirmed event context raises fragility; key context: Fed Rates, Liquidity Tightening. Event risk 77/100. This is probabilistic context, not a forecast.",sector,bull|macro_mixed|fed_rates|liquidity_tightening,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['technology', 'software', 'financial services', 'real estate', 'crypto', 'small cap'], 'affected_symbols': [], 'direction': 'negative', 'event_confidence': 93.44, 'event_decay': 0.997, 'event_age_days': 0.029, 'event_direction': 'negative', 'event_type': 'fed_rates', 'evidence_phrases': [], 'published_at': '2026-06-09T12:10:00+00:00', 'reason_codes': ['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING'], 'scope': 'sector', 'source': 'MarketWatch', 'source_confidence': 'high', 'source_name': 'MarketWatch', 'source_url': 'https://www.marketwatch.com/story/markets-are-pricing-in-a-rate-hike-by-the-european-central-bank-and-that-could-be-a-mistake-in-the-making-b99771ca?mod=mw_rss_topstories', 'source_weight': 0.82, 'title': 'Markets are pricing in a rate hike by the European Central Bank — which one top economist sees as a ‘mistake in the making’', 'weight': 0.7}]",fed_rates|liquidity_tightening,['MarketWatch'],trend continuation,0.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'HIGH_VOLATILITY_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",90.0,BUY ZONE,AVOID,setup gate blocked; avoid until conditions improve.,EXIT,Sell signal or invalidation triggered,,,SELL
IONQ,"IonQ, Inc.",EQUITY,Technology,Computer Hardware,62.8,23441352704.0,2098689346.22,,,,,,,,,2026-05-06,63.32,85.0,90.0,75.0,0.0,43.17,75.0,53.9,7,65.0,35.0,50.0,66.85,23.0,36.9,32.71,48.62,52.46,PASS,AVOID,STRONG SELL,SELL,WAIT / HOLD,SELL,breakout structure is weak; elevated volatility penalty; strong recent momentum,elevated volatility penalty; strong 3-month momentum,healthy long-term trend structure; risk profile remains elevated,Long-Term: healthy long-term trend structure; risk profile remains elevated,58.33-62.69,50.38,58.33-62.69,50.38,73.65-84.64,near MA20 / trend support,below SuperTrend support with ATR buffer,based on 3M resistance,"computed from current price, stop, and target",73.6500015258789,84.63999938964844,73.65,81.43-87.65,87.65-100.07,based on 3M resistance,1.5R–2R target from current risk,2R–3R target from current risk,0.8733651995487222,0.8733651995487222,1.7579992689094972,0.9R–1.8R,0.8733651995487222,1.5000000000000009,2.0,2.0,3.0,0.9R / 1.8R / 2.5R,low edge,LOW EDGE — Entry too extended. Wait for pullback.,Target is wide due to large stop distance,macro tailwind,elevated volatility,mixed,cheap,146.04651,-60.245007,7.547,,0.36110002,-4.01755,1.7488099,0.61,0.11286,rates-sensitive growth,low,"rates backdrop matters, risk-on supportive",not yet enriched,55.48,-0.8226,9.92,1.0335,-67.61,0.106023,yfinance,yfinance,False,,,25774.07,500,728,2026-06-08T00:00:00+00:00,2211.98,,"{'trend': 85.0, 'momentum': 75.0, 'risk': 24.2, 'volatility': 0.0, 'breakout': 0.0, 'volume': 43.17, 'macro': 49.86, 'fundamental': 53.9, 'news': 50.0, 'data_quality': 65.0, 'event': 7.6, 'recommendation_quality': 7.0}","{'technical': 0.42, 'fundamental': 0.28, 'news': 0.1, 'macro': 0.2}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'EXTREME_VOLATILITY', 'POOR_RISK_REWARD']",0.0,"['TREND_CONFIRMED', 'MOMENTUM_CONFIRMED', 'MACRO_MISMATCH', 'SETUP_AVOID', 'LOW_SCORE', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'EXTREME_VOLATILITY', 'POOR_RISK_REWARD', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_SECTOR_MATCH', 'EVENT_RISK_ELEVATED', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP', 'HIGH_VOLATILITY_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,-0.15,37.05,37.05,36.9,36.9,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,58.78,59.9,-0.54,1.0,52.14,0.0,-0.15,49.52,57.67,-0.61,38.16,48.32,0.0,Nasdaq Context Mixed,Macro Mixed,['MACRO_TAILWIND'],"Macro Mixed: macro/exchange context keeps decision quality by -0.15 points. Nasdaq Context; Technology; risk-on 58/100, macro pressure 50/100, volatility pressure 48/100, liquidity pressure 60/100.",Technology Pressure,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",93.44,-1.69,0.997,3.37,-2.28,77.22,65.46,0.82,72.0,True,Event Risk Elevated,"['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_SECTOR_MATCH', 'EVENT_RISK_ELEVATED']","Event Risk Elevated: 1 verified event item mapped to this setup. Confirmed event context raises fragility; key context: Fed Rates, Liquidity Tightening. Event risk 77/100. This is probabilistic context, not a forecast.",sector,bull|macro_mixed|fed_rates|liquidity_tightening,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['technology', 'software', 'financial services', 'real estate', 'crypto', 'small cap'], 'affected_symbols': [], 'direction': 'negative', 'event_confidence': 93.44, 'event_decay': 0.997, 'event_age_days': 0.029, 'event_direction': 'negative', 'event_type': 'fed_rates', 'evidence_phrases': [], 'published_at': '2026-06-09T12:10:00+00:00', 'reason_codes': ['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING'], 'scope': 'sector', 'source': 'MarketWatch', 'source_confidence': 'high', 'source_name': 'MarketWatch', 'source_url': 'https://www.marketwatch.com/story/markets-are-pricing-in-a-rate-hike-by-the-european-central-bank-and-that-could-be-a-mistake-in-the-making-b99771ca?mod=mw_rss_topstories', 'source_weight': 0.82, 'title': 'Markets are pricing in a rate hike by the European Central Bank — which one top economist sees as a ‘mistake in the making’', 'weight': 0.7}]",fed_rates|liquidity_tightening,['MarketWatch'],trend continuation,0.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'MOMENTUM_CONFIRMED', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP', 'HIGH_VOLATILITY_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",56.0,NEAR ENTRY,AVOID,low risk/reward; avoid until conditions improve.,EXIT,Sell signal or invalidation triggered,,,SELL
HIMS,"Hims & Hers Health, Inc.",EQUITY,Healthcare,Drug Manufacturers - Specialty & Generic,27.17,6288705536.0,594286264.22,,,,,,,,,2026-05-11,48.17,60.0,15.0,86.11,0.0,32.43,97.0,43.11,36,53.04,63.0,50.0,50.67,21.0,25.74,33.83,44.81,31.95,PASS,AVOID,STRONG SELL,SELL,STRONG SELL,STRONG SELL,breakout structure is weak; elevated volatility penalty; price is holding above key AVWAP support,elevated volatility penalty; pullback / breakout structure remains constructive,long-term momentum is weak; risk profile remains elevated,Mid-Term: elevated volatility penalty; pullback / breakout structure remains constructive,25.40-26.68,24.04,25.40-26.68,24.04,31.85-40.99,near MA20 / trend support,below MA50 trend invalidation,based on 3M resistance,"computed from current price, stop, and target",31.854999542236328,40.9900016784668,31.85,31.86-33.43,33.43-36.56,based on 3M resistance,1.5R–2R target from current risk,2R–3R target from current risk,1.4972182720499905,1.4972182720499905,4.416555235267513,1.5R–4.4R,1.4972182720499905,1.5,2.0,2.0,3.0,1.5R / 1.8R / 2.5R,low edge,LOW EDGE — wait for better entry.,Target is wide due to large stop distance,macro tailwind,elevated volatility,cash generative,mixed,,30.52809,0.038,,0.72919,-0.07897,-0.00559,253.725,-0.026589999,defensive / rates,low,rates backdrop matters,not yet enriched,55.47,0.2434,6.75,0.9013,-78.06,0.037419,yfinance,yfinance,False,,,25774.07,500,728,2026-06-08T00:00:00+00:00,2211.98,,"{'trend': 60.0, 'momentum': 86.11, 'risk': 37.84, 'volatility': 25.89, 'breakout': 0.0, 'volume': 32.43, 'macro': 47.63, 'fundamental': 43.11, 'news': 50.0, 'data_quality': 65.0, 'event': 20.82, 'recommendation_quality': 36.0}","{'technical': 0.42, 'fundamental': 0.28, 'news': 0.1, 'macro': 0.2}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'EXTREME_VOLATILITY']",0.0,"['MOMENTUM_CONFIRMED', 'MACRO_MISMATCH', 'SETUP_AVOID', 'LOW_SCORE', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'EXTREME_VOLATILITY', 'REGIME_BULL_MODE', 'MACRO_MIXED', 'SECTOR_PRESSURE', 'EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_BROAD_MACRO', 'EVENT_RISK_ELEVATED', 'SETUP_DETAIL_PRESERVED', 'DATA_QUALITY_SETUP_RISK', 'HIGH_VOLATILITY_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,-0.69,26.43,26.43,25.74,25.74,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,60.04,59.9,-0.54,0.85,49.07,0.0,-0.69,49.52,57.67,-1.0,33.74,48.32,0.0,Broad Exchange Context Mixed,Macro Mixed,"['MACRO_MIXED', 'SECTOR_PRESSURE']","Macro Mixed: macro/exchange context keeps decision quality by -0.69 points. Broad Exchange Context; Healthcare; risk-on 58/100, macro pressure 50/100, volatility pressure 48/100, liquidity pressure 60/100.",Healthcare Pressure,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_MIXED', 'SECTOR_PRESSURE']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",93.44,-1.06,0.997,2.13,-1.44,69.61,59.75,0.82,72.0,True,Macro Event Pressure,"['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_BROAD_MACRO', 'EVENT_RISK_ELEVATED']","Macro Event Pressure: 1 verified event item mapped to this setup. Confirmed event context keeps context mixed; key context: Fed Rates, Liquidity Tightening. Event risk 70/100. This is probabilistic context, not a forecast.",asset,bull|macro_mixed|fed_rates|liquidity_tightening,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['technology', 'software', 'financial services', 'real estate', 'crypto', 'small cap'], 'affected_symbols': [], 'direction': 'negative', 'event_confidence': 93.44, 'event_decay': 0.997, 'event_age_days': 0.029, 'event_direction': 'negative', 'event_type': 'fed_rates', 'evidence_phrases': [], 'published_at': '2026-06-09T12:10:00+00:00', 'reason_codes': ['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING'], 'scope': 'asset', 'source': 'MarketWatch', 'source_confidence': 'high', 'source_name': 'MarketWatch', 'source_url': 'https://www.marketwatch.com/story/markets-are-pricing-in-a-rate-hike-by-the-european-central-bank-and-that-could-be-a-mistake-in-the-making-b99771ca?mod=mw_rss_topstories', 'source_weight': 0.82, 'title': 'Markets are pricing in a rate hike by the European Central Bank — which one top economist sees as a ‘mistake in the making’', 'weight': 0.44}]",fed_rates|liquidity_tightening,['MarketWatch'],mixed setup,0.0,"['SETUP_DETAIL_PRESERVED', 'MOMENTUM_CONFIRMED', 'DATA_QUALITY_SETUP_RISK', 'HIGH_VOLATILITY_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",22.0,NEAR ENTRY,AVOID,setup gate blocked; avoid until conditions improve.,EXIT,Sell signal or invalidation triggered,,,STRONG SELL
