symbol,company_name,asset_type,sector,industry,price,market_cap,avg_dollar_volume,dividend_yield,dividend_date,dividend_headline,dividend_source,dividend_timestamp,dividend_url,ex_dividend_date,last_dividend_date,earnings_date,technical_score,trend_score,supertrend_score,momentum_score,breakout_score,relative_volume_score,avwap_score,fundamental_score,quality_score,growth_score,valuation_score,news_score,macro_score,risk_penalty,final_score,short_score,mid_score,long_score,rating,setup_type,short_action,mid_action,long_action,composite_action,short_reason,mid_reason,long_reason,selection_reason,entry_zone,invalidation_level,buy_zone,stop_loss,take_profit_zone,buy_zone_reason,stop_loss_reason,take_profit_reason,risk_reward_reason,take_profit_low,take_profit_high,conservative_target,balanced_target,aggressive_target,conservative_target_reason,balanced_target_reason,aggressive_target_reason,risk_reward,risk_reward_low,risk_reward_high,risk_reward_label,conservative_risk_reward,balanced_risk_reward_low,balanced_risk_reward_high,aggressive_risk_reward_low,aggressive_risk_reward_high,target_risk_reward_label,trade_quality,trade_quality_note,target_warning,upside_driver,key_risk,profitability_status,valuation_flag,trailing_pe,forward_pe,revenue_growth,earnings_growth,gross_margin,operating_margin,profit_margin,debt_to_equity,return_on_equity,macro_sensitivity,confidence_level,macro_note,headline_bias,current_rsi,current_macd_hist,atr_pct,annualized_volatility,max_drawdown,return_1d,data_provider,data_provider_primary,data_provider_fallback_used,fallback_reason,alpaca_request_id,provider_latency_ms,price_history_rows,history_days,data_timestamp,data_age_minutes,provider_error,factor_scores,factor_weights,vetoes,confidence_score,decision_reason_codes,trade_permitted,missing_fields,stale_data,low_confidence_data,data_quality_score,market_regime_raw,market_regime,regime_adjustment,base_score,final_score_base,final_score_adjusted,macro_adjusted_score,regime_adjustment_applied,macro_context_adjustment_applied,adjusted_weights,adjusted_thresholds,exchange_context_adjustment,exchange_health_score,liquidity_pressure,liquidity_pressure_adjustment,macro_alignment_adjustment,macro_alignment_score,macro_conflict_penalty,macro_context_adjustment_total,macro_pressure_score,risk_on_score,sector_alignment_adjustment,sector_alignment_score,volatility_pressure,volatility_pressure_adjustment,exchange_context_label,macro_context_label,macro_context_reason_codes,macro_context_summary,sector_context_label,macro_proxy_coverage_used,macro_proxy_coverage_missing,regime_reason_codes,regime_impact,event_confidence,event_conviction_adjustment,event_decay,event_fragility_adjustment,event_macro_pressure_adjustment,event_risk_score,event_shock_pressure_score,event_source_weight,verified_event_pressure_score,event_context_available,event_context_label,event_context_reason_codes,event_context_summary,event_impact_scope,macro_event_regime_signature,verified_event_feed_disclosure,verified_event_feed_status,verified_event_recent_events,verified_event_signature,verified_event_sources_used,setup_detail,setup_strength,setup_reason_codes,setup_thresholds,fundamental_quality_score,entry_status,recommendation_quality,quality_reason,final_decision,decision_reason,suggested_entry,entry_distance_pct,action
UUP,Invesco DB US Dollar Index Bullish Fund,FX_PROXY,US Dollar,,28.03,,60768791.67,3.35,,,,,,,,,87.33,100.0,90.0,84.79,85.0,49.77,97.0,50.0,0,50.0,50.0,50.0,100.0,0.0,90.3,80.33,84.34,75.44,TOP,AVOID,BUY,STRONG BUY,BUY,BUY,macro tailwind for fx_proxys; price is holding above key AVWAP support,healthy medium-term trend structure; macro tailwind supports the medium-term setup,healthy long-term trend structure; macro backdrop supports the long-term view,Mid-Term: healthy medium-term trend structure; macro tailwind supports the medium-term setup,27.67-27.84,27.55,27.67-27.84,27.55,28.19-28.30,near MA20 / trend support,below MA50 trend invalidation,ATR extension target,"computed from current price, stop, and target",28.193929536002024,28.303215435573033,28.51,28.75-28.99,28.99-29.47,current price + 1R fallback (no resistance),1.5R–2R target from current risk,2R–3R target from current risk,0.3412032312923732,0.3412032312923732,0.568672052153953,0.3R–0.6R,1.0,1.5,2.0,2.0,3.0,1.0R / 1.8R / 2.5R,low edge,LOW EDGE — wait for better entry.,,macro tailwind,standard trend risk,,,,,,,,,,,,dollar,high,dollar trend supportive,not yet enriched,69.27,0.0286,0.39,0.0594,-3.65,0.000357,yfinance,yfinance,False,,,11547.71,500,728,2026-06-08T00:00:00+00:00,2215.69,,"{'trend': 100.0, 'momentum': 84.79, 'risk': 86.68, 'volatility': 100.0, 'breakout': 85.0, 'volume': 49.77, 'macro': 70.06, 'fundamental': 50.0, 'news': 50.0, 'data_quality': 65.0, 'event': 17.45, 'recommendation_quality': 0.0}","{'technical': 0.5, 'fundamental': 0.1, 'news': 0.05, 'macro': 0.35}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'STOP_RISK']",3.95,"['TREND_CONFIRMED', 'MOMENTUM_CONFIRMED', 'MACRO_ALIGNED', 'SETUP_AVOID', 'HIGH_SCORE', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'STOP_RISK', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'SECTOR_SUPPORTIVE', 'EVENT_CRYPTO_CONTEXT', 'EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_BROAD_MACRO', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,4.13,86.17,86.17,90.3,90.3,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,60.27,59.82,-0.54,1.93,71.53,0.0,4.13,49.39,57.87,2.73,88.91,48.22,0.0,Broad Exchange Context Mixed,Macro Aligned,"['MACRO_TAILWIND', 'SECTOR_SUPPORTIVE']","Macro Aligned: macro/exchange context supports decision quality by +4.13 points. Broad Exchange Context; Us Dollar; risk-on 58/100, macro pressure 49/100, volatility pressure 48/100, liquidity pressure 60/100.",Us Dollar Supportive,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND', 'SECTOR_SUPPORTIVE']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",93.87,-0.58,0.998,3.13,-1.47,72.4,68.93,0.83,64.87,True,Event Risk Elevated,"['EVENT_CRYPTO_CONTEXT', 'EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_BROAD_MACRO', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE']","Event Risk Elevated: 2 verified event items mapped to this setup. Confirmed event context raises fragility; key context: Crypto Macro, Fed Rates, Liquidity Tightening. Event risk 72/100. This is probabilistic context, not a forecast.",broad,bull|macro_aligned|crypto_macro|fed_rates|liquidity_tightening,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['crypto'], 'affected_symbols': [], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 1.0, 'event_age_days': 0.002, 'event_direction': 'neutral', 'event_type': 'crypto_macro', 'evidence_phrases': [], 'published_at': '2026-06-09T12:52:07+00:00', 'reason_codes': ['EVENT_CRYPTO_CONTEXT'], 'scope': 'broad', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/tech/2026/06/09/live-updates-bitcoin-drifts-back-to-usd62-500-putting-damper-on-hope-for-two-straight-up-days', 'source_weight': 0.84, 'title': 'Live updates: bitcoin drifts back to $62,500, putting damper on hope for two straight up days', 'weight': 0.38}, {'affected_sectors': ['technology', 'software', 'financial services', 'real estate', 'crypto', 'small cap'], 'affected_symbols': [], 'direction': 'negative', 'event_confidence': 93.44, 'event_decay': 0.996, 'event_age_days': 0.032, 'event_direction': 'negative', 'event_type': 'fed_rates', 'evidence_phrases': [], 'published_at': '2026-06-09T12:10:00+00:00', 'reason_codes': ['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING'], 'scope': 'broad', 'source': 'MarketWatch', 'source_confidence': 'high', 'source_name': 'MarketWatch', 'source_url': 'https://www.marketwatch.com/story/markets-are-pricing-in-a-rate-hike-by-the-european-central-bank-and-that-could-be-a-mistake-in-the-making-b99771ca?mod=mw_rss_topstories', 'source_weight': 0.82, 'title': 'Markets are pricing in a rate hike by the European Central Bank — which one top economist sees as a ‘mistake in the making’', 'weight': 0.37}]",crypto_macro|fed_rates|liquidity_tightening,"['CoinDesk', 'MarketWatch']",pullback to AVWAP,1.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'MOMENTUM_CONFIRMED', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",50.0,STOP RISK,AVOID,near stop risk; avoid until conditions improve.,AVOID,Poor risk/reward or overextended in current market conditions,,,BUY
MTB,M&T Bank Corporation,EQUITY,Financial Services,Banks - Regional,222.63,32603064320.0,207789330.19,2.7,2026-06-30,MTB dividend calendar context,Yahoo Finance Dividend Calendar,2026-06-09T12:52:14.275713+00:00,https://finance.yahoo.com/quote/MTB,2026-06-01,2026-06-01,2026-07-15,89.58,100.0,100.0,100.0,67.85,56.68,97.0,79.02,0,77.64,89.0,50.0,74.52,0.0,80.11,81.27,85.09,86.53,TOP,AVOID,BUY,STRONG BUY,STRONG BUY,STRONG BUY,strong recent momentum; price is holding above key AVWAP support,healthy medium-term trend structure; pullback / breakout structure remains constructive,healthy long-term trend structure; strong fundamentals support the long-term case,Long-Term: healthy long-term trend structure; strong fundamentals support the long-term case,213.10-216.05,210.76,213.10-216.05,210.76,224.89-235.70,near MA20 / trend support,below MA50 trend invalidation,based on 3M resistance,"computed from current price, stop, and target",224.88999938964844,235.70037087334333,224.89,240.44-246.38,246.38-258.25,based on 3M resistance,1.5R–2R target from current risk,2R–3R target from current risk,0.1903405683623784,0.1903405683623784,1.1008083797623764,0.2R–1.1R,0.1903405683623784,1.499999999999999,2.0,2.0,2.999999999999998,0.2R / 1.7R / 2.5R,low edge,LOW EDGE — Entry too extended. Wait for pullback.,,technical breakout,standard trend risk,mixed,cheap,12.500281,10.672733,0.057,0.244,0.0,0.38896,0.31482,,0.102910005,rates / credit,high,rates backdrop matters,not yet enriched,64.41,1.4984,1.89,0.2168,-16.98,0.000854,yfinance,yfinance,False,,,9092.85,500,728,2026-06-08T00:00:00+00:00,2215.69,,"{'trend': 100.0, 'momentum': 100.0, 'risk': 84.83, 'volatility': 100.0, 'breakout': 67.85, 'volume': 56.68, 'macro': 58.52, 'fundamental': 79.02, 'news': 50.0, 'data_quality': 65.0, 'event': 17.8, 'recommendation_quality': 0.0}","{'technical': 0.42, 'fundamental': 0.28, 'news': 0.1, 'macro': 0.2}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY']",3.87,"['TREND_CONFIRMED', 'MOMENTUM_CONFIRMED', 'MACRO_ALIGNED', 'SETUP_AVOID', 'HIGH_SCORE', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_DIVIDEND_CALENDAR', 'EVENT_DIVIDEND_CONTEXT', 'EVENT_CRYPTO_CONTEXT', 'EVENT_SYMBOL_MATCH', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,0.46,79.65,79.65,80.11,80.11,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,60.27,59.82,-0.54,1.0,60.12,0.0,0.46,49.39,57.87,0.0,60.9,48.22,0.0,Broad Exchange Context Mixed,Macro Mixed,['MACRO_TAILWIND'],"Macro Mixed: macro/exchange context keeps decision quality by +0.46 points. Broad Exchange Context; Financial Services; risk-on 58/100, macro pressure 49/100, volatility pressure 48/100, liquidity pressure 60/100.",Financial Services Mixed,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",86.7,-0.73,0.998,3.22,-1.6,71.23,69.29,0.792,62.1,True,Event Risk Elevated,"['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_DIVIDEND_CALENDAR', 'EVENT_DIVIDEND_CONTEXT', 'EVENT_CRYPTO_CONTEXT', 'EVENT_SYMBOL_MATCH', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE']","Event Risk Elevated: 3 verified event items mapped to this setup. Confirmed event context raises fragility; key context: Fed Rates, Liquidity Tightening, Dividend Calendar. Event risk 71/100. This is probabilistic context, not a forecast.","sector, symbol, broad",bull|macro_mixed|fed_rates|liquidity_tightening|dividend_calendar|dividend_event|crypto_macro,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['technology', 'software', 'financial services', 'real estate', 'crypto', 'small cap'], 'affected_symbols': [], 'direction': 'negative', 'event_confidence': 93.44, 'event_decay': 0.996, 'event_age_days': 0.032, 'event_direction': 'negative', 'event_type': 'fed_rates', 'evidence_phrases': [], 'published_at': '2026-06-09T12:10:00+00:00', 'reason_codes': ['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING'], 'scope': 'sector', 'source': 'MarketWatch', 'source_confidence': 'high', 'source_name': 'MarketWatch', 'source_url': 'https://www.marketwatch.com/story/markets-are-pricing-in-a-rate-hike-by-the-european-central-bank-and-that-could-be-a-mistake-in-the-making-b99771ca?mod=mw_rss_topstories', 'source_weight': 0.82, 'title': 'Markets are pricing in a rate hike by the European Central Bank — which one top economist sees as a ‘mistake in the making’', 'weight': 0.7}, {'affected_sectors': [], 'affected_symbols': ['MTB'], 'direction': 'neutral', 'event_confidence': 72.0, 'event_decay': 1.0, 'event_age_days': 0.0, 'event_direction': 'neutral', 'event_type': 'dividend_calendar', 'evidence_phrases': [], 'published_at': '2026-06-09T12:55:41.803656+00:00', 'reason_codes': ['EVENT_DIVIDEND_CALENDAR', 'EVENT_DIVIDEND_CONTEXT'], 'scope': 'symbol', 'source': 'Yahoo Finance Dividend Calendar', 'source_confidence': 'calendar', 'source_name': 'Yahoo Finance Dividend Calendar', 'source_url': 'https://finance.yahoo.com/quote/MTB', 'source_weight': 0.72, 'title': 'MTB dividend calendar context', 'weight': 0.52}, {'affected_sectors': ['crypto'], 'affected_symbols': [], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 1.0, 'event_age_days': 0.002, 'event_direction': 'neutral', 'event_type': 'crypto_macro', 'evidence_phrases': [], 'published_at': '2026-06-09T12:52:07+00:00', 'reason_codes': ['EVENT_CRYPTO_CONTEXT'], 'scope': 'broad', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/tech/2026/06/09/live-updates-bitcoin-drifts-back-to-usd62-500-putting-damper-on-hope-for-two-straight-up-days', 'source_weight': 0.84, 'title': 'Live updates: bitcoin drifts back to $62,500, putting damper on hope for two straight up days', 'weight': 0.38}]",fed_rates|liquidity_tightening|dividend_calendar|dividend_event|crypto_macro,"['CoinDesk', 'MarketWatch', 'Yahoo Finance Dividend Calendar']",trend continuation,1.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'MOMENTUM_CONFIRMED', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",74.0,OVEREXTENDED,AVOID,overextended entry; avoid until conditions improve.,AVOID,Poor risk/reward or overextended in current market conditions,,,STRONG BUY
LLY,Eli Lilly and Company,EQUITY,Healthcare,Drug Manufacturers - General,1149.15,1024744620032.0,3446884919.98,0.6,2026-06-10,LLY dividend calendar context,Yahoo Finance Dividend Calendar,2026-06-09T12:52:14.275713+00:00,https://finance.yahoo.com/quote/LLY,2026-05-15,2026-05-15,2026-08-05,90.59,100.0,90.0,98.0,93.0,63.54,75.0,89.15,0,89.0,72.0,50.0,49.77,0.0,78.43,87.52,85.71,90.23,ACTIONABLE,AVOID,STRONG BUY,STRONG BUY,STRONG BUY,STRONG BUY,strong recent momentum; breakout behavior remains constructive,healthy medium-term trend structure; pullback / breakout structure remains constructive,healthy long-term trend structure; strong fundamentals support the long-term case,Long-Term: healthy long-term trend structure; strong fundamentals support the long-term case,1049.07-1076.40,1018.2,1049.07-1076.40,1018.2,1182.73,near MA20 / trend support,below SuperTrend support with ATR buffer,based on 3M resistance,"computed from current price, stop, and target",1182.72998046875,1182.72998046875,1182.73,1345.57-1411.04,1411.04-1541.99,based on 3M resistance,1.5R–2R target from current risk,2R–3R target from current risk,0.2564395321160832,0.2564395321160832,0.2564395321160832,0.3R–0.3R,0.2564395321160832,1.5000000000000009,2.0,2.0,3.0,0.3R / 1.8R / 2.5R,low edge,LOW EDGE — Entry too extended. Wait for pullback.,,technical breakout,standard trend risk,profitable / growing,mixed,40.82238,25.829447,0.555,1.699,0.82832,0.49386,0.34986,139.015,1.07459,defensive / rates,medium,rates backdrop matters,not yet enriched,70.55,5.8958,3.4,0.3791,-23.64,0.015671,yfinance,yfinance,False,,,11547.71,500,728,2026-06-08T00:00:00+00:00,2215.69,,"{'trend': 100.0, 'momentum': 98.0, 'risk': 85.64, 'volatility': 87.03, 'breakout': 93.0, 'volume': 63.54, 'macro': 52.88, 'fundamental': 89.15, 'news': 50.0, 'data_quality': 65.0, 'event': 13.19, 'recommendation_quality': 0.0}","{'technical': 0.42, 'fundamental': 0.28, 'news': 0.1, 'macro': 0.2}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY']",8.74,"['TREND_CONFIRMED', 'MOMENTUM_CONFIRMED', 'VOLUME_CONFIRMED', 'MACRO_MISMATCH', 'SETUP_AVOID', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_CRYPTO_CONTEXT', 'EVENT_BROAD_MACRO', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,0.46,77.97,77.97,78.43,78.43,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,60.27,59.82,-0.54,1.0,54.6,0.0,0.46,49.39,57.87,0.0,53.53,48.22,0.0,Broad Exchange Context Mixed,Macro Mixed,['MACRO_TAILWIND'],"Macro Mixed: macro/exchange context keeps decision quality by +0.46 points. Broad Exchange Context; Healthcare; risk-on 58/100, macro pressure 49/100, volatility pressure 48/100, liquidity pressure 60/100.",Healthcare Mixed,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",93.83,-0.76,0.998,3.49,-1.72,75.04,70.61,0.829,65.53,True,Event Risk Elevated,"['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING', 'EVENT_CRYPTO_CONTEXT', 'EVENT_BROAD_MACRO', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE']","Event Risk Elevated: 2 verified event items mapped to this setup. Confirmed event context raises fragility; key context: Fed Rates, Liquidity Tightening, Crypto Macro. Event risk 75/100. This is probabilistic context, not a forecast.","asset, broad",bull|macro_mixed|fed_rates|liquidity_tightening|crypto_macro,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['technology', 'software', 'financial services', 'real estate', 'crypto', 'small cap'], 'affected_symbols': [], 'direction': 'negative', 'event_confidence': 93.44, 'event_decay': 0.996, 'event_age_days': 0.032, 'event_direction': 'negative', 'event_type': 'fed_rates', 'evidence_phrases': [], 'published_at': '2026-06-09T12:10:00+00:00', 'reason_codes': ['EVENT_FED_RATES', 'EVENT_LIQUIDITY_TIGHTENING'], 'scope': 'asset', 'source': 'MarketWatch', 'source_confidence': 'high', 'source_name': 'MarketWatch', 'source_url': 'https://www.marketwatch.com/story/markets-are-pricing-in-a-rate-hike-by-the-european-central-bank-and-that-could-be-a-mistake-in-the-making-b99771ca?mod=mw_rss_topstories', 'source_weight': 0.82, 'title': 'Markets are pricing in a rate hike by the European Central Bank — which one top economist sees as a ‘mistake in the making’', 'weight': 0.44}, {'affected_sectors': ['crypto'], 'affected_symbols': [], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 1.0, 'event_age_days': 0.002, 'event_direction': 'neutral', 'event_type': 'crypto_macro', 'evidence_phrases': [], 'published_at': '2026-06-09T12:52:07+00:00', 'reason_codes': ['EVENT_CRYPTO_CONTEXT'], 'scope': 'broad', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/tech/2026/06/09/live-updates-bitcoin-drifts-back-to-usd62-500-putting-damper-on-hope-for-two-straight-up-days', 'source_weight': 0.84, 'title': 'Live updates: bitcoin drifts back to $62,500, putting damper on hope for two straight up days', 'weight': 0.38}]",fed_rates|liquidity_tightening|crypto_macro,"['CoinDesk', 'MarketWatch']",breakout continuation,1.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'MOMENTUM_CONFIRMED', 'VOLUME_CONFIRMED', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",100.0,OVEREXTENDED,AVOID,overextended entry; avoid until conditions improve.,AVOID,Poor risk/reward or overextended in current market conditions,,,STRONG BUY
