symbol,company_name,asset_type,sector,industry,price,market_cap,avg_dollar_volume,dividend_yield,dividend_date,dividend_headline,dividend_source,dividend_timestamp,dividend_url,ex_dividend_date,last_dividend_date,earnings_date,technical_score,trend_score,supertrend_score,momentum_score,breakout_score,relative_volume_score,avwap_score,fundamental_score,quality_score,growth_score,valuation_score,news_score,macro_score,risk_penalty,final_score,short_score,mid_score,long_score,rating,setup_type,short_action,mid_action,long_action,composite_action,short_reason,mid_reason,long_reason,selection_reason,entry_zone,invalidation_level,buy_zone,stop_loss,take_profit_zone,buy_zone_reason,stop_loss_reason,take_profit_reason,risk_reward_reason,take_profit_low,take_profit_high,conservative_target,balanced_target,aggressive_target,conservative_target_reason,balanced_target_reason,aggressive_target_reason,risk_reward,risk_reward_low,risk_reward_high,risk_reward_label,conservative_risk_reward,balanced_risk_reward_low,balanced_risk_reward_high,aggressive_risk_reward_low,aggressive_risk_reward_high,target_risk_reward_label,trade_quality,trade_quality_note,target_warning,upside_driver,key_risk,profitability_status,valuation_flag,trailing_pe,forward_pe,revenue_growth,earnings_growth,gross_margin,operating_margin,profit_margin,debt_to_equity,return_on_equity,macro_sensitivity,confidence_level,macro_note,headline_bias,current_rsi,current_macd_hist,atr_pct,annualized_volatility,max_drawdown,return_1d,data_provider,data_provider_primary,data_provider_fallback_used,fallback_reason,alpaca_request_id,provider_latency_ms,price_history_rows,history_days,data_timestamp,data_age_minutes,provider_error,factor_scores,factor_weights,vetoes,confidence_score,decision_reason_codes,trade_permitted,missing_fields,stale_data,low_confidence_data,data_quality_score,market_regime_raw,market_regime,regime_adjustment,base_score,final_score_base,final_score_adjusted,macro_adjusted_score,regime_adjustment_applied,macro_context_adjustment_applied,adjusted_weights,adjusted_thresholds,exchange_context_adjustment,exchange_health_score,liquidity_pressure,liquidity_pressure_adjustment,macro_alignment_adjustment,macro_alignment_score,macro_conflict_penalty,macro_context_adjustment_total,macro_pressure_score,risk_on_score,sector_alignment_adjustment,sector_alignment_score,volatility_pressure,volatility_pressure_adjustment,exchange_context_label,macro_context_label,macro_context_reason_codes,macro_context_summary,sector_context_label,macro_proxy_coverage_used,macro_proxy_coverage_missing,regime_reason_codes,regime_impact,event_confidence,event_conviction_adjustment,event_decay,event_fragility_adjustment,event_macro_pressure_adjustment,event_risk_score,event_shock_pressure_score,event_source_weight,verified_event_pressure_score,event_context_available,event_context_label,event_context_reason_codes,event_context_summary,event_impact_scope,macro_event_regime_signature,verified_event_feed_disclosure,verified_event_feed_status,verified_event_recent_events,verified_event_signature,verified_event_sources_used,setup_detail,setup_strength,setup_reason_codes,setup_thresholds,fundamental_quality_score,entry_status,recommendation_quality,quality_reason,final_decision,decision_reason,suggested_entry,entry_distance_pct,action
UUP,Invesco DB US Dollar Index Bullish Fund,FX_PROXY,US Dollar,,28.03,,60768791.67,3.35,,,,,,,,,87.33,100.0,90.0,84.79,85.0,49.77,97.0,50.0,3,50.0,50.0,50.0,100.0,0.0,90.41,80.33,84.34,75.44,TOP,AVOID,BUY,STRONG BUY,BUY,BUY,macro tailwind for fx_proxys; price is holding above key AVWAP support,healthy medium-term trend structure; macro tailwind supports the medium-term setup,healthy long-term trend structure; macro backdrop supports the long-term view,Mid-Term: healthy medium-term trend structure; macro tailwind supports the medium-term setup,27.67-27.84,27.55,27.67-27.84,27.55,28.19-28.30,near MA20 / trend support,below MA50 trend invalidation,ATR extension target,"computed from current price, stop, and target",28.193929536002024,28.303215435573033,28.51,28.75-28.99,28.99-29.47,current price + 1R fallback (no resistance),1.5R–2R target from current risk,2R–3R target from current risk,0.34120323129237323,0.34120323129237323,0.568672052153953,0.3R–0.6R,1.0,1.5,2.0,2.0,3.0,1.0R / 1.8R / 2.5R,low edge,LOW EDGE — wait for better entry.,,macro tailwind,standard trend risk,n/a,n/a,,,,,,,,,,dollar,high,dollar trend supportive,not yet enriched,69.27,0.0286,0.39,0.0594,-3.65,0.000357,yfinance,alpaca,True,alpaca_low_liquidity_proxy,"3ab7ab9b7332d137e80f0c6819b86689,d7a43727165c6192354213d3cdbba557,502a1f67ae0d842059b05556ea1fb307",921.15,500,728,2026-06-08T00:00:00+00:00,2252.01,,"{'trend': 100.0, 'momentum': 84.79, 'risk': 86.68, 'volatility': 100.0, 'breakout': 85.0, 'volume': 49.77, 'macro': 71.83, 'fundamental': 50.0, 'news': 50.0, 'data_quality': 65.0, 'event': 32.79, 'recommendation_quality': 3.0}","{'technical': 0.5, 'fundamental': 0.1, 'news': 0.05, 'macro': 0.35}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'STOP_RISK']",7.47,"['TREND_CONFIRMED', 'MOMENTUM_CONFIRMED', 'MACRO_ALIGNED', 'SETUP_AVOID', 'HIGH_SCORE', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'STOP_RISK', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'SECTOR_SUPPORTIVE', 'EVENT_AI_SEMICONDUCTOR_THEME', 'EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT', 'EVENT_BROAD_MACRO', 'EVENT_CONTEXT_SUPPORTIVE', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,4.24,86.17,86.17,90.41,90.41,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,61.15,59.37,-0.49,1.99,71.96,0.0,4.24,48.88,58.57,2.73,88.91,47.88,0.0,Broad Exchange Context Mixed,Macro Aligned,"['MACRO_TAILWIND', 'SECTOR_SUPPORTIVE']","Macro Aligned: macro/exchange context supports decision quality by +4.24 points. Broad Exchange Context; Us Dollar; risk-on 59/100, macro pressure 49/100, volatility pressure 48/100, liquidity pressure 59/100.",Us Dollar Supportive,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND', 'SECTOR_SUPPORTIVE']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",95.43,1.33,0.972,2.83,-0.13,65.45,75.07,0.868,53.68,True,Macro Event Pressure,"['EVENT_AI_SEMICONDUCTOR_THEME', 'EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT', 'EVENT_BROAD_MACRO', 'EVENT_CONTEXT_SUPPORTIVE', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE']","Macro Event Pressure: 6 verified event items mapped to this setup. Confirmed event context raises fragility; key context: Ai Semiconductor Momentum, Gold Safe Haven, Crypto Macro. Event risk 65/100. This is probabilistic context, not a forecast.",broad,bull|macro_aligned|ai_semiconductor_momentum|gold_safe_haven|crypto_macro,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['semiconductors', 'technology'], 'affected_symbols': [], 'direction': 'positive', 'event_confidence': 100.0, 'event_decay': 0.984, 'event_age_days': 0.146, 'event_direction': 'positive', 'event_type': 'ai_semiconductor_momentum', 'evidence_phrases': [], 'published_at': '2026-06-09T10:01:33+00:00', 'reason_codes': ['EVENT_AI_SEMICONDUCTOR_THEME'], 'scope': 'broad', 'source': 'SEC EDGAR 8-K Filings', 'source_confidence': 'official', 'source_name': 'SEC EDGAR 8-K Filings', 'source_url': 'https://www.sec.gov/Archives/edgar/data/1498148/000106299326003112/0001062993-26-003112-index.htm', 'source_weight': 0.98, 'title': '8-K - Artificial Intelligence Technology Solutions Inc. (0001498148) (Filer)', 'weight': 0.46}, {'affected_sectors': ['commodities', 'gold', 'crypto'], 'affected_symbols': [], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 0.981, 'event_age_days': 0.17, 'event_direction': 'neutral', 'event_type': 'gold_safe_haven', 'evidence_phrases': [], 'published_at': '2026-06-09T09:27:02+00:00', 'reason_codes': ['EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT'], 'scope': 'broad', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/markets/2026/06/09/usdt-s-flashing-a-golden-cross-and-that-may-be-bad-news-for-bitcoin', 'source_weight': 0.84, 'title': ""USDT's flashing a golden cross and that may be bad news for bitcoin"", 'weight': 0.37}, {'affected_sectors': ['crypto'], 'affected_symbols': [], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 0.975, 'event_age_days': 0.227, 'event_direction': 'neutral', 'event_type': 'crypto_macro', 'evidence_phrases': [], 'published_at': '2026-06-09T08:04:59+00:00', 'reason_codes': ['EVENT_CRYPTO_CONTEXT'], 'scope': 'broad', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/business/2026/06/09/coinbase-and-cardless-unveil-credit-card-backed-by-stablecoins', 'source_weight': 0.84, 'title': 'Coinbase and Cardless unveil credit card backed by stablecoins', 'weight': 0.37}, {'affected_sectors': ['crypto'], 'affected_symbols': ['BTC'], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 0.964, 'event_age_days': 0.331, 'event_direction': 'neutral', 'event_type': 'crypto_macro', 'evidence_phrases': [], 'published_at': '2026-06-09T05:35:39+00:00', 'reason_codes': ['EVENT_CRYPTO_CONTEXT'], 'scope': 'broad', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/markets/2026/06/09/saylor-blamed-ai-for-bitcoin-crash-arca-has-one-word-for-that-nonsense', 'source_weight': 0.84, 'title': 'Saylor blamed AI for bitcoin crash. Arca has one word for that: Nonsense', 'weight': 0.37}]",ai_semiconductor_momentum|gold_safe_haven|crypto_macro,"['SEC EDGAR 8-K Filings', 'CoinDesk']",pullback to AVWAP,1.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'MOMENTUM_CONFIRMED', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",50.0,STOP RISK,AVOID,near stop risk; avoid until conditions improve.,AVOID,Poor risk/reward or overextended in current market conditions,,,BUY
MTB,M&T Bank Corporation,EQUITY,Financial Services,Banks - Regional,222.63,32603064320.0,207789330.19,2.7,2026-06-30,MTB dividend calendar context,Yahoo Finance Dividend Calendar,2026-06-09T13:28:10.558741+00:00,https://finance.yahoo.com/quote/MTB,2026-06-01,2026-06-01,2026-07-15,89.58,100.0,100.0,100.0,67.85,56.68,97.0,79.02,12,77.64,89.0,50.0,74.2,0.0,80.1,81.26,85.06,86.49,TOP,AVOID,BUY,STRONG BUY,STRONG BUY,STRONG BUY,strong recent momentum; price is holding above key AVWAP support,healthy medium-term trend structure; pullback / breakout structure remains constructive,healthy long-term trend structure; strong fundamentals support the long-term case,Long-Term: healthy long-term trend structure; strong fundamentals support the long-term case,213.10-216.05,210.76,213.10-216.05,210.76,224.89-235.70,near MA20 / trend support,below MA50 trend invalidation,based on 3M resistance,"computed from current price, stop, and target",224.88999938964844,235.70037087334333,224.89,240.44-246.38,246.38-258.25,based on 3M resistance,1.5R–2R target from current risk,2R–3R target from current risk,0.1903405683623784,0.1903405683623784,1.1008083797623764,0.2R–1.1R,0.1903405683623784,1.499999999999999,2.0,2.0,2.999999999999998,0.2R / 1.7R / 2.5R,low edge,LOW EDGE — Entry too extended. Wait for pullback.,,technical breakout,standard trend risk,mixed,cheap,12.500281,10.672733,0.057,0.244,0.0,0.38896,0.31482,,0.102910005,rates / credit,high,rates backdrop matters,not yet enriched,64.41,1.4984,1.89,0.2168,-16.98,0.000854,yfinance,alpaca,True,alpaca_low_liquidity_proxy,"631aecdf6f6bfa408dee494e3dcbaa60,280bd401d07fefc19d70b7bb4cc025b4,f60bd4ee43f2b3aa3e017fcff5422d75",462.42,500,728,2026-06-08T00:00:00+00:00,2252.01,,"{'trend': 100.0, 'momentum': 100.0, 'risk': 84.83, 'volatility': 100.0, 'breakout': 67.85, 'volume': 56.68, 'macro': 60.64, 'fundamental': 79.02, 'news': 50.0, 'data_quality': 65.0, 'event': 36.44, 'recommendation_quality': 12.0}","{'technical': 0.42, 'fundamental': 0.28, 'news': 0.1, 'macro': 0.2}","['STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY']",15.78,"['TREND_CONFIRMED', 'MOMENTUM_CONFIRMED', 'MACRO_ALIGNED', 'SETUP_AVOID', 'HIGH_SCORE', 'STALE_DATA', 'LOW_CONFIDENCE_DATA', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'EVENT_AI_SEMICONDUCTOR_THEME', 'EVENT_DIVIDEND_CALENDAR', 'EVENT_DIVIDEND_CONTEXT', 'EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT', 'EVENT_SYMBOL_MATCH', 'EVENT_CONTEXT_SUPPORTIVE', 'EVENT_SHOCK_PRESSURE', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP']",False,[],True,True,65.0,RISK_ON,BULL,0.51,79.59,79.59,80.1,80.1,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,61.15,59.37,-0.49,1.0,60.7,0.0,0.51,48.88,58.57,0.0,61.6,47.88,0.0,Broad Exchange Context Mixed,Macro Mixed,['MACRO_TAILWIND'],"Macro Mixed: macro/exchange context keeps decision quality by +0.51 points. Broad Exchange Context; Financial Services; risk-on 59/100, macro pressure 49/100, volatility pressure 48/100, liquidity pressure 59/100.",Financial Services Mixed,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",91.56,1.21,0.977,2.43,-0.06,62.32,72.06,0.845,53.02,True,Macro Event Pressure,"['EVENT_AI_SEMICONDUCTOR_THEME', 'EVENT_DIVIDEND_CALENDAR', 'EVENT_DIVIDEND_CONTEXT', 'EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT', 'EVENT_SYMBOL_MATCH', 'EVENT_CONTEXT_SUPPORTIVE', 'EVENT_SHOCK_PRESSURE']","Macro Event Pressure: 7 verified event items mapped to this setup. Confirmed event context supports conviction; key context: Ai Semiconductor Momentum, Dividend Calendar, Dividend Event. Event risk 62/100. This is probabilistic context, not a forecast.","asset, symbol, broad",bull|macro_mixed|ai_semiconductor_momentum|dividend_calendar|dividend_event|gold_safe_haven|crypto_macro,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['semiconductors', 'technology'], 'affected_symbols': [], 'direction': 'positive', 'event_confidence': 100.0, 'event_decay': 0.984, 'event_age_days': 0.146, 'event_direction': 'positive', 'event_type': 'ai_semiconductor_momentum', 'evidence_phrases': [], 'published_at': '2026-06-09T10:01:33+00:00', 'reason_codes': ['EVENT_AI_SEMICONDUCTOR_THEME'], 'scope': 'asset', 'source': 'SEC EDGAR 8-K Filings', 'source_confidence': 'official', 'source_name': 'SEC EDGAR 8-K Filings', 'source_url': 'https://www.sec.gov/Archives/edgar/data/1498148/000106299326003112/0001062993-26-003112-index.htm', 'source_weight': 0.98, 'title': '8-K - Artificial Intelligence Technology Solutions Inc. (0001498148) (Filer)', 'weight': 0.56}, {'affected_sectors': [], 'affected_symbols': ['MTB'], 'direction': 'neutral', 'event_confidence': 72.0, 'event_decay': 1.0, 'event_age_days': 0.0, 'event_direction': 'neutral', 'event_type': 'dividend_calendar', 'evidence_phrases': [], 'published_at': '2026-06-09T13:32:01.216725+00:00', 'reason_codes': ['EVENT_DIVIDEND_CALENDAR', 'EVENT_DIVIDEND_CONTEXT'], 'scope': 'symbol', 'source': 'Yahoo Finance Dividend Calendar', 'source_confidence': 'calendar', 'source_name': 'Yahoo Finance Dividend Calendar', 'source_url': 'https://finance.yahoo.com/quote/MTB', 'source_weight': 0.72, 'title': 'MTB dividend calendar context', 'weight': 0.52}, {'affected_sectors': ['commodities', 'gold', 'crypto'], 'affected_symbols': [], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 0.981, 'event_age_days': 0.17, 'event_direction': 'neutral', 'event_type': 'gold_safe_haven', 'evidence_phrases': [], 'published_at': '2026-06-09T09:27:02+00:00', 'reason_codes': ['EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT'], 'scope': 'asset', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/markets/2026/06/09/usdt-s-flashing-a-golden-cross-and-that-may-be-bad-news-for-bitcoin', 'source_weight': 0.84, 'title': ""USDT's flashing a golden cross and that may be bad news for bitcoin"", 'weight': 0.45}, {'affected_sectors': ['semiconductors', 'technology', 'crypto'], 'affected_symbols': [], 'direction': 'positive', 'event_confidence': 94.28, 'event_decay': 0.962, 'event_age_days': 0.344, 'event_direction': 'positive', 'event_type': 'ai_semiconductor_momentum', 'evidence_phrases': [], 'published_at': '2026-06-09T05:17:13+00:00', 'reason_codes': ['EVENT_AI_SEMICONDUCTOR_THEME', 'EVENT_CRYPTO_CONTEXT'], 'scope': 'asset', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/business/2026/06/09/bitcoin-steady-above-usd63-000-bnb-sol-edge-higher-as-ai-stocks-rebound', 'source_weight': 0.84, 'title': ""Live updates: Bitcoin drops to $62,600 as some traders peg SpaceX's IPO as 'next catalyst'"", 'weight': 0.44}]",ai_semiconductor_momentum|dividend_calendar|dividend_event|gold_safe_haven|crypto_macro,"['SEC EDGAR 8-K Filings', 'CoinDesk', 'Yahoo Finance Dividend Calendar']",trend continuation,1.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'MOMENTUM_CONFIRMED', 'DATA_QUALITY_SETUP_RISK', 'POOR_RISK_REWARD_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",74.0,OVEREXTENDED,AVOID,overextended entry; avoid until conditions improve.,AVOID,Poor risk/reward or overextended in current market conditions,,,STRONG BUY
LLY,Eli Lilly and Company,EQUITY,Healthcare,Drug Manufacturers - General,1149.79,1039520759808.0,140081757.14,0.61,2026-06-10,LLY dividend calendar context,Yahoo Finance Dividend Calendar,2026-06-09T13:28:10.558741+00:00,https://finance.yahoo.com/quote/LLY,2026-05-15,2026-05-15,2026-08-05,91.67,100.0,90.0,98.0,93.0,64.3,85.0,89.15,8,89.0,72.0,50.0,50.67,0.0,79.11,88.68,86.83,90.35,ACTIONABLE,AVOID,STRONG BUY,STRONG BUY,STRONG BUY,STRONG BUY,strong recent momentum; breakout behavior remains constructive,healthy medium-term trend structure; pullback / breakout structure remains constructive,healthy long-term trend structure; strong fundamentals support the long-term case,Long-Term: healthy long-term trend structure; strong fundamentals support the long-term case,1050.30-1076.49,1024.59,1050.30-1076.49,1024.59,1181.62,near MA20 / trend support,below SuperTrend support with ATR buffer,based on 3M resistance,"computed from current price, stop, and target",1181.62,1181.62,1181.62,1337.59-1400.19,1400.19-1525.39,based on 3M resistance,1.5R–2R target from current risk,2R–3R target from current risk,0.25423402458188865,0.25423402458188865,0.25423402458188865,0.3R–0.3R,0.25423402458188865,1.5,2.0,2.0,3.0,0.3R / 1.8R / 2.5R,low edge,LOW EDGE — Entry too extended. Wait for pullback.,,technical breakout,standard trend risk,profitable / growing,mixed,41.38161,26.201889,0.555,1.699,0.82832,0.49386,0.34986,139.015,1.07459,defensive / rates,medium,rates backdrop matters,not yet enriched,70.57,5.9359,3.25,0.3767,-23.77,0.014998,alpaca,alpaca,False,,"0e55b319a0e916e2f6f58a253be357d1,829a75d41136c54a161381e7909d51f8,d2018829507d15b21355912ad8d05714",2832.86,505,735,2026-06-08T04:00:00+00:00,2012.01,,"{'trend': 100.0, 'momentum': 98.0, 'risk': 85.61, 'volatility': 87.98, 'breakout': 93.0, 'volume': 64.3, 'macro': 55.1, 'fundamental': 89.15, 'news': 50.0, 'data_quality': 100.0, 'event': 33.84, 'recommendation_quality': 8.0}","{'technical': 0.42, 'fundamental': 0.28, 'news': 0.1, 'macro': 0.2}","['POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY']",60.62,"['TREND_CONFIRMED', 'MOMENTUM_CONFIRMED', 'VOLUME_CONFIRMED', 'MACRO_MISMATCH', 'SETUP_AVOID', 'POOR_RISK_REWARD', 'OVEREXTENDED_ENTRY', 'REGIME_BULL_MODE', 'MACRO_TAILWIND', 'EVENT_AI_SEMICONDUCTOR_THEME', 'EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT', 'EVENT_BROAD_MACRO', 'EVENT_CONTEXT_SUPPORTIVE', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE', 'SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'POOR_RISK_REWARD_SETUP']",False,[],False,False,100.0,RISK_ON,BULL,0.51,78.6,78.6,79.11,79.11,True,True,"{'trend': 1.0, 'momentum': 1.05, 'breakout': 1.04, 'risk': 0.98, 'volatility': 1.0, 'macro': 1.0, 'data_quality': 1.0}","{'buy_score': 80.0, 'watch_score': 50.0, 'confidence': 70.0}",0.0,61.15,59.37,-0.49,1.0,55.17,0.0,0.51,48.88,58.57,0.0,53.61,47.88,0.0,Broad Exchange Context Mixed,Macro Mixed,['MACRO_TAILWIND'],"Macro Mixed: macro/exchange context keeps decision quality by +0.51 points. Broad Exchange Context; Healthcare; risk-on 59/100, macro pressure 49/100, volatility pressure 48/100, liquidity pressure 59/100.",Healthcare Mixed,"['SPY', 'QQQ', 'DIA', 'IWM', 'UUP', 'TLT', 'GLD', 'USO', 'BTC-USD']","['VIX/VXX', 'BTC/IBIT']","['REGIME_BULL_MODE', 'MACRO_TAILWIND']","Bull regime: scanner allows constructive momentum and structure to count, while risk gates remain active.",95.53,1.38,0.972,2.76,-0.07,64.78,74.75,0.871,53.29,True,Macro Event Pressure,"['EVENT_AI_SEMICONDUCTOR_THEME', 'EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT', 'EVENT_BROAD_MACRO', 'EVENT_CONTEXT_SUPPORTIVE', 'EVENT_RISK_ELEVATED', 'EVENT_SHOCK_PRESSURE']","Macro Event Pressure: 6 verified event items mapped to this setup. Confirmed event context raises fragility; key context: Ai Semiconductor Momentum, Gold Safe Haven, Crypto Macro. Event risk 65/100. This is probabilistic context, not a forecast.","asset, broad",bull|macro_mixed|ai_semiconductor_momentum|gold_safe_haven|crypto_macro,Verified event providers returned source-linked items in the current packet.,active,"[{'affected_sectors': ['semiconductors', 'technology'], 'affected_symbols': [], 'direction': 'positive', 'event_confidence': 100.0, 'event_decay': 0.984, 'event_age_days': 0.146, 'event_direction': 'positive', 'event_type': 'ai_semiconductor_momentum', 'evidence_phrases': [], 'published_at': '2026-06-09T10:01:33+00:00', 'reason_codes': ['EVENT_AI_SEMICONDUCTOR_THEME'], 'scope': 'asset', 'source': 'SEC EDGAR 8-K Filings', 'source_confidence': 'official', 'source_name': 'SEC EDGAR 8-K Filings', 'source_url': 'https://www.sec.gov/Archives/edgar/data/1498148/000106299326003112/0001062993-26-003112-index.htm', 'source_weight': 0.98, 'title': '8-K - Artificial Intelligence Technology Solutions Inc. (0001498148) (Filer)', 'weight': 0.56}, {'affected_sectors': ['commodities', 'gold', 'crypto'], 'affected_symbols': [], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 0.981, 'event_age_days': 0.17, 'event_direction': 'neutral', 'event_type': 'gold_safe_haven', 'evidence_phrases': [], 'published_at': '2026-06-09T09:27:02+00:00', 'reason_codes': ['EVENT_GOLD_SAFE_HAVEN', 'EVENT_CRYPTO_CONTEXT'], 'scope': 'asset', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/markets/2026/06/09/usdt-s-flashing-a-golden-cross-and-that-may-be-bad-news-for-bitcoin', 'source_weight': 0.84, 'title': ""USDT's flashing a golden cross and that may be bad news for bitcoin"", 'weight': 0.45}, {'affected_sectors': ['semiconductors', 'technology', 'crypto'], 'affected_symbols': [], 'direction': 'positive', 'event_confidence': 94.28, 'event_decay': 0.962, 'event_age_days': 0.344, 'event_direction': 'positive', 'event_type': 'ai_semiconductor_momentum', 'evidence_phrases': [], 'published_at': '2026-06-09T05:17:13+00:00', 'reason_codes': ['EVENT_AI_SEMICONDUCTOR_THEME', 'EVENT_CRYPTO_CONTEXT'], 'scope': 'asset', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/business/2026/06/09/bitcoin-steady-above-usd63-000-bnb-sol-edge-higher-as-ai-stocks-rebound', 'source_weight': 0.84, 'title': ""Live updates: Bitcoin drops to $62,600 as some traders peg SpaceX's IPO as 'next catalyst'"", 'weight': 0.44}, {'affected_sectors': ['crypto'], 'affected_symbols': [], 'direction': 'neutral', 'event_confidence': 94.28, 'event_decay': 0.975, 'event_age_days': 0.227, 'event_direction': 'neutral', 'event_type': 'crypto_macro', 'evidence_phrases': [], 'published_at': '2026-06-09T08:04:59+00:00', 'reason_codes': ['EVENT_CRYPTO_CONTEXT'], 'scope': 'broad', 'source': 'CoinDesk', 'source_confidence': 'high', 'source_name': 'CoinDesk', 'source_url': 'https://www.coindesk.com/business/2026/06/09/coinbase-and-cardless-unveil-credit-card-backed-by-stablecoins', 'source_weight': 0.84, 'title': 'Coinbase and Cardless unveil credit card backed by stablecoins', 'weight': 0.37}]",ai_semiconductor_momentum|gold_safe_haven|crypto_macro,"['SEC EDGAR 8-K Filings', 'CoinDesk']",breakout continuation,49.0,"['SETUP_DETAIL_PRESERVED', 'TREND_INTACT', 'MOMENTUM_CONFIRMED', 'VOLUME_CONFIRMED', 'POOR_RISK_REWARD_SETUP', 'SETUP_AVOID']","{'score': 101.0, 'confidence': 101.0, 'min_setup_strength': 101.0, 'min_risk_reward': 99.0, 'min_volume': 101.0, 'min_momentum': 101.0, 'min_trend': 101.0, 'max_atr_pct': 0.0}",100.0,OVEREXTENDED,AVOID,overextended entry; avoid until conditions improve.,AVOID,Poor risk/reward or overextended in current market conditions,,,STRONG BUY
